harness,model,variant,experiment,n_runs,tool_calls__delta,tool_calls__delta_ci,tool_calls__ratio,tool_calls__n,failed_calls__delta,failed_calls__delta_ci,failed_calls__ratio,failed_calls__n,error_recovery_calls__delta,error_recovery_calls__delta_ci,error_recovery_calls__ratio,error_recovery_calls__n,duplicate_commands__delta,duplicate_commands__delta_ci,duplicate_commands__ratio,duplicate_commands__n,repeated_reads__delta,repeated_reads__delta_ci,repeated_reads__ratio,repeated_reads__n,post_green_repeat_tests__delta,post_green_repeat_tests__delta_ci,post_green_repeat_tests__ratio,post_green_repeat_tests__n,post_success_calls__delta,post_success_calls__delta_ci,post_success_calls__ratio,post_success_calls__n,abandoned_exploration_calls__delta,abandoned_exploration_calls__delta_ci,abandoned_exploration_calls__ratio,abandoned_exploration_calls__n,tool_result_chars__delta,tool_result_chars__delta_ci,tool_result_chars__ratio,tool_result_chars__n,est_tool_result_tokens__delta,est_tool_result_tokens__delta_ci,est_tool_result_tokens__ratio,est_tool_result_tokens__n,induced_cost_lower_usd__delta,induced_cost_lower_usd__delta_ci,induced_cost_lower_usd__ratio,induced_cost_lower_usd__n,induced_cost_upper_usd__delta,induced_cost_upper_usd__delta_ci,induced_cost_upper_usd__ratio,induced_cost_upper_usd__n,context_growth_tokens__delta,context_growth_tokens__delta_ci,context_growth_tokens__ratio,context_growth_tokens__n,tool_wall_s__delta,tool_wall_s__delta_ci,tool_wall_s__ratio,tool_wall_s__n,wall_s__delta,wall_s__delta_ci,wall_s__ratio,wall_s__n,estimated_no_cache_cost_usd__delta,estimated_no_cache_cost_usd__delta_ci,estimated_no_cache_cost_usd__ratio,estimated_no_cache_cost_usd__n,reported_cost_usd__delta,reported_cost_usd__delta_ci,reported_cost_usd__ratio,reported_cost_usd__n,cat_test_execution__delta,cat_test_execution__delta_ci,cat_test_execution__ratio,cat_test_execution__n,cat_file_read__delta,cat_file_read__delta_ci,cat_file_read__ratio,cat_file_read__n,cat_file_search__delta,cat_file_search__delta_ci,cat_file_search__ratio,cat_file_search__n,cat_navigation__delta,cat_navigation__delta_ci,cat_navigation__ratio,cat_navigation__n,cat_code_edit__delta,cat_code_edit__delta_ci,cat_code_edit__ratio,cat_code_edit__n,tool_calls__perm_p,post_green_repeat_tests__perm_p,duplicate_commands__perm_p,abandoned_exploration_calls__perm_p,post_success_calls__perm_p,est_tool_result_tokens__perm_p,estimated_no_cache_cost_usd__perm_p
pi,nvidia/nemotron-3-ultra-550b-a55b,bounded_efficiency,holdout_pi,40,0.0,"[0.000,2.000]",1.0,40,0.0,"[0.000,0.500]",1.0,40,0.0,"[0.000,0.500]",1.0,40,0.0,"[0.000,0.000]",,40,0.0,"[0.000,0.000]",,40,0.0,"[0.000,0.000]",,40,0.0,"[0.000,0.000]",1.0,40,0.0,"[0.000,1.000]",1.0,40,304.0,"[-218.000,553.000]",1.24,40,76.0,"[-54.000,139.000]",1.239,40,0.0001,"[-0.000,0.000]",1.318,40,0.0002,"[-0.000,0.001]",1.341,40,282.5,"[-109.500,418.000]",1.155,40,,,,,1.665,"[1.380,2.300]",1.214,40,0.0018,"[-0.000,0.004]",1.159,40,0.0018,"[-0.000,0.004]",1.159,40,0.0,"[0.000,1.000]",1.0,40,0.0,"[0.000,1.000]",1.0,40,0.0,"[0.000,0.000]",1.0,40,0.0,"[0.000,0.000]",1.0,40,0.0,"[-0.500,0.000]",1.0,40,0.691,1.0,1.0,1.0,1.0,0.4523,0.221
pi,nvidia/nemotron-3-ultra-550b-a55b,bounded_efficiency,pilot_a,18,0.0,"[-1.000,2.000]",1.0,18,0.0,"[-0.500,1.000]",0.5,18,0.0,"[-0.500,1.000]",0.5,18,0.0,"[0.000,0.000]",1.0,18,0.0,"[0.000,0.000]",,18,0.0,"[0.000,0.000]",1.0,18,0.0,"[-1.000,1.000]",0.833,18,0.0,"[0.000,1.000]",1.0,18,-67.0,"[-282.500,459.000]",0.935,18,-16.5,"[-70.000,115.000]",0.936,18,-0.0,"[-0.000,0.000]",0.98,18,0.0,"[-0.001,0.000]",1.076,18,69.5,"[-516.000,324.000]",1.088,18,,,,,0.93,"[-1.260,3.510]",1.185,18,0.0004,"[-0.002,0.002]",1.049,18,0.0004,"[-0.002,0.002]",1.049,18,0.0,"[0.000,1.000]",1.0,18,0.0,"[-1.000,1.000]",1.0,18,0.0,"[0.000,0.000]",,18,0.0,"[-1.000,0.000]",1.0,18,0.0,"[-0.500,0.000]",1.0,18,1.0,1.0,1.0,1.0,1.0,0.7185,1.0
pi,nvidia/nemotron-3-ultra-550b-a55b,bounded_efficiency,screening_pi,32,0.25,"[-1.000,1.250]",1.033,32,0.5,"[0.000,1.000]",1.167,32,0.5,"[0.000,1.000]",0.833,32,0.0,"[0.000,0.000]",2.0,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.000]",2.0,32,0.0,"[-0.500,0.000]",0.5,32,0.0,"[0.000,0.500]",1.0,32,472.25,"[-88.000,897.000]",1.318,32,117.75,"[-22.000,224.000]",1.317,32,0.0001,"[0.000,0.000]",1.223,32,0.0002,"[0.000,0.001]",1.266,32,121.75,"[-20.000,324.000]",1.1,32,,,,,0.705,"[-0.060,1.475]",1.071,32,0.0014,"[-0.001,0.003]",1.099,32,0.0014,"[-0.001,0.003]",1.099,32,0.0,"[0.000,1.000]",1.0,32,0.0,"[-0.500,0.000]",1.0,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.000]",1.0,32,0.0,"[0.000,0.000]",1.0,32,0.8036,1.0,1.0,0.0072,1.0,0.006,0.6473
pi,nvidia/nemotron-3-ultra-550b-a55b,conflicting_constraints,stress_pi,12,0.0,"[0.000,0.750]",1.0,12,0.0,"[0.000,0.000]",1.0,12,0.0,"[0.000,0.000]",1.0,12,0.0,"[0.000,0.250]",2.0,12,0.0,"[0.000,0.000]",,12,0.0,"[0.000,0.000]",1.0,12,0.0,"[-0.250,0.000]",1.0,12,0.0,"[0.000,0.500]",1.5,12,242.25,"[-52.500,311.250]",1.141,12,60.5,"[-13.500,78.000]",1.141,12,0.0,"[-0.000,0.000]",1.083,12,0.0001,"[0.000,0.000]",1.081,12,-0.75,"[-5.000,8.250]",0.999,12,,,,,-0.94,"[-4.030,0.295]",0.921,12,0.0001,"[-0.001,0.001]",1.02,12,0.0001,"[-0.001,0.001]",1.02,12,0.0,"[-0.500,0.000]",1.0,12,0.5,"[0.250,0.500]",1.333,12,0.0,"[0.000,0.000]",1.0,12,0.0,"[0.000,0.250]",1.5,12,0.0,"[-0.250,0.000]",1.0,12,0.6196,1.0,1.0,0.2457,0.6278,0.3702,0.8098
pi,nvidia/nemotron-3-ultra-550b-a55b,deep_thinking,holdout_pi,40,1.0,"[0.000,2.000]",1.111,40,0.0,"[-1.000,0.500]",1.0,40,0.0,"[-1.000,0.500]",1.0,40,0.0,"[0.000,0.000]",,40,0.0,"[0.000,0.000]",,40,0.0,"[0.000,0.000]",,40,1.0,"[0.000,1.000]",1.5,40,0.0,"[0.000,1.000]",1.0,40,415.0,"[-388.500,551.000]",1.193,40,104.0,"[-97.500,138.000]",1.193,40,0.0001,"[-0.000,0.000]",1.286,40,0.0004,"[-0.000,0.000]",1.339,40,361.5,"[-44.000,588.000]",1.245,40,,,,,2.985,"[1.855,4.570]",1.483,40,0.0036,"[0.000,0.006]",1.305,40,0.0036,"[0.000,0.006]",1.305,40,0.0,"[0.000,1.000]",1.0,40,1.0,"[1.000,1.000]",1.5,40,0.5,"[0.000,1.000]",1.0,40,0.0,"[-1.000,0.000]",0.0,40,0.0,"[-2.000,0.000]",1.0,40,0.3863,1.0,1.0,1.0,0.0607,0.6937,0.2227
pi,nvidia/nemotron-3-ultra-550b-a55b,deep_thinking,pilot_a,18,2.0,"[0.000,3.000]",1.278,18,0.0,"[0.000,1.000]",1.0,18,0.0,"[0.000,1.000]",1.0,18,0.0,"[0.000,0.000]",1.0,18,0.0,"[0.000,0.000]",,18,0.0,"[0.000,0.000]",1.0,18,0.0,"[0.000,1.000]",1.0,18,0.0,"[0.000,1.000]",1.0,18,442.5,"[98.000,1228.500]",1.23,18,110.5,"[25.000,307.500]",1.23,18,0.0002,"[0.000,0.000]",1.557,18,0.0004,"[0.000,0.001]",1.715,18,731.0,"[283.500,1066.500]",1.541,18,,,,,3.85,"[2.370,6.345]",1.56,18,0.0067,"[0.003,0.009]",1.664,18,0.0067,"[0.003,0.009]",1.664,18,0.0,"[0.000,0.000]",1.0,18,1.0,"[0.000,1.000]",1.333,18,0.0,"[0.000,1.000]",,18,0.0,"[0.000,0.000]",1.0,18,0.0,"[0.000,0.500]",1.0,18,0.3714,1.0,1.0,1.0,0.2475,0.373,0.1215
pi,nvidia/nemotron-3-ultra-550b-a55b,deep_thinking,screening_pi,32,0.75,"[0.000,1.500]",1.111,32,0.0,"[0.000,0.000]",1.333,32,0.0,"[0.000,0.000]",1.167,32,0.0,"[0.000,0.000]",2.0,32,0.0,"[0.000,0.000]",1.0,32,0.0,"[0.000,0.000]",2.0,32,0.0,"[0.000,0.500]",1.0,32,0.0,"[0.000,0.500]",1.0,32,212.0,"[41.000,453.500]",1.096,32,52.75,"[10.000,114.000]",1.096,32,0.0001,"[0.000,0.000]",1.217,32,0.0002,"[-0.000,0.000]",1.221,32,409.0,"[201.500,584.000]",1.271,32,,,,,2.895,"[0.770,4.390]",1.229,32,0.0034,"[0.001,0.005]",1.27,32,0.0034,"[0.001,0.005]",1.27,32,0.0,"[0.000,0.000]",1.0,32,0.5,"[0.000,1.000]",1.225,32,0.0,"[0.000,0.000]",1.0,32,0.0,"[0.000,0.250]",1.0,32,0.0,"[0.000,0.000]",1.0,32,0.0625,1.0,1.0,1.0,0.0612,0.03,0.0046
pi,nvidia/nemotron-3-ultra-550b-a55b,exhaustive_exploration,pilot_a,18,2.0,"[0.000,4.000]",1.361,18,0.0,"[-1.000,0.500]",0.5,18,0.0,"[-1.000,0.500]",0.5,18,0.0,"[0.000,0.000]",1.0,18,0.0,"[0.000,0.000]",,18,0.0,"[0.000,0.000]",1.0,18,0.0,"[0.000,1.500]",1.0,18,0.0,"[-0.500,0.500]",1.0,18,391.0,"[-38.000,589.000]",1.576,18,98.0,"[-10.000,147.000]",1.58,18,0.0001,"[-0.000,0.000]",1.748,18,0.0002,"[-0.000,0.001]",1.847,18,400.0,"[-251.000,642.000]",1.385,18,,,,,1.71,"[1.285,2.450]",1.257,18,0.0027,"[-0.002,0.007]",1.35,18,0.0027,"[-0.002,0.007]",1.35,18,0.0,"[0.000,1.000]",1.0,18,1.0,"[0.000,2.000]",1.417,18,1.0,"[1.000,1.000]",,18,0.0,"[-1.500,0.000]",0.0,18,0.0,"[-0.500,0.000]",1.0,18,0.2506,1.0,1.0,1.0,1.0,0.1232,0.1855
pi,nvidia/nemotron-3-ultra-550b-a55b,exhaustive_exploration,screening_pi,32,2.0,"[1.000,3.000]",1.279,32,0.0,"[0.000,1.000]",1.0,32,0.0,"[0.000,1.000]",1.0,32,0.0,"[0.000,0.000]",2.0,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.000]",2.0,32,0.0,"[0.000,0.000]",1.0,32,0.0,"[0.000,0.500]",1.0,32,629.5,"[328.000,988.000]",1.421,32,157.25,"[82.500,246.750]",1.419,32,0.0002,"[0.000,0.000]",1.548,32,0.0005,"[0.000,0.001]",1.615,32,428.25,"[230.000,642.000]",1.323,32,,,,,1.87,"[0.472,2.950]",1.235,32,0.0031,"[0.002,0.005]",1.211,32,0.0031,"[0.002,0.005]",1.211,32,0.0,"[0.000,0.750]",1.0,32,0.75,"[0.000,1.250]",1.333,32,1.0,"[0.500,1.000]",2.0,32,-0.25,"[-1.000,0.000]",0.0,32,0.0,"[0.000,0.000]",1.0,32,0.019,1.0,1.0,0.0383,1.0,0.0181,0.0047
pi,nvidia/nemotron-3-ultra-550b-a55b,full_restatement_per_turn,stress_pi,12,2.0,"[1.000,3.500]",1.442,12,0.0,"[-0.500,1.000]",0.333,12,0.0,"[-0.500,1.000]",0.333,12,0.75,"[0.000,1.000]",3.0,12,0.0,"[0.000,0.000]",,12,1.0,"[0.000,1.000]",3.0,12,1.0,"[0.750,1.500]",2.0,12,0.25,"[0.000,1.500]",1.5,12,326.75,"[-250.000,1165.000]",1.286,12,82.0,"[-62.500,291.500]",1.285,12,0.0002,"[0.000,0.001]",1.737,12,0.0005,"[0.000,0.001]",2.093,12,204.25,"[-19.000,606.000]",1.31,12,,,,,1.775,"[-0.820,3.390]",1.136,12,0.0055,"[0.005,0.009]",1.575,12,0.0055,"[0.005,0.009]",1.575,12,0.5,"[0.000,1.500]",1.5,12,0.75,"[-0.500,1.250]",1.333,12,0.0,"[0.000,0.000]",1.0,12,0.0,"[0.000,1.000]",1.0,12,0.0,"[-0.250,0.000]",1.0,12,0.1216,0.1843,0.1232,0.2457,0.1231,0.4007,0.1216
pi,nvidia/nemotron-3-ultra-550b-a55b,irrelevant_context,stress_pi,12,1.25,"[0.000,3.000]",1.15,12,0.0,"[-0.500,1.000]",0.667,12,0.0,"[-0.500,1.000]",0.667,12,0.0,"[0.000,0.000]",1.0,12,0.0,"[0.000,0.000]",,12,0.0,"[0.000,0.000]",1.0,12,0.0,"[-0.250,0.000]",1.0,12,0.25,"[0.000,2.000]",1.5,12,351.75,"[-476.750,1170.000]",1.267,12,88.0,"[-119.250,292.500]",1.266,12,0.0001,"[-0.000,0.001]",1.286,12,0.0002,"[-0.000,0.001]",1.303,12,276.25,"[-314.000,795.000]",1.106,12,,,,,0.195,"[-4.690,1.860]",0.98,12,0.0026,"[-0.000,0.006]",1.163,12,0.0026,"[-0.000,0.006]",1.163,12,0.0,"[0.000,1.000]",1.0,12,0.25,"[-0.500,2.000]",1.167,12,0.0,"[0.000,0.000]",1.0,12,0.25,"[0.000,1.000]",1.0,12,0.0,"[-0.250,0.000]",1.0,12,0.2457,1.0,1.0,0.2457,0.6189,0.3702,0.2457
pi,nvidia/nemotron-3-ultra-550b-a55b,max_certainty,holdout_pi,40,2.0,"[1.000,2.500]",1.286,40,0.0,"[0.000,0.000]",1.0,40,0.0,"[0.000,0.000]",1.0,40,0.0,"[0.000,1.000]",,40,0.0,"[0.000,0.000]",,40,0.0,"[0.000,1.000]",,40,2.0,"[1.000,2.000]",2.0,40,0.0,"[0.000,1.000]",1.0,40,867.0,"[560.000,1262.500]",1.519,40,217.0,"[140.000,316.000]",1.52,40,0.0003,"[0.000,0.001]",1.89,40,0.0009,"[0.001,0.001]",2.006,40,648.5,"[415.000,887.000]",1.413,40,,,,,4.01,"[2.920,5.635]",1.473,40,0.0071,"[0.004,0.010]",1.527,40,0.0071,"[0.004,0.010]",1.527,40,1.0,"[0.500,1.000]",1.5,40,1.0,"[1.000,2.000]",1.5,40,0.0,"[0.000,1.000]",1.0,40,0.0,"[-0.500,0.000]",1.0,40,0.0,"[0.000,0.000]",1.0,40,0.0653,1.0,1.0,1.0,0.2191,0.2175,0.0653
pi,nvidia/nemotron-3-ultra-550b-a55b,max_certainty,screening_pi,32,2.0,"[1.000,3.000]",1.333,32,0.0,"[0.000,0.000]",0.667,32,0.0,"[0.000,0.000]",0.667,32,0.25,"[0.000,1.000]",3.0,32,0.0,"[0.000,0.000]",0.0,32,0.25,"[0.000,1.000]",3.0,32,1.5,"[1.000,2.000]",2.833,32,0.0,"[0.000,0.500]",1.0,32,446.75,"[127.000,890.250]",1.278,32,111.5,"[32.000,222.250]",1.277,32,0.0002,"[0.000,0.000]",1.48,32,0.0005,"[0.000,0.001]",1.564,32,505.25,"[362.000,791.500]",1.386,32,,,,,3.045,"[0.515,3.865]",1.291,32,0.0062,"[0.003,0.008]",1.492,32,0.0062,"[0.003,0.008]",1.492,32,1.0,"[0.250,1.000]",2.0,32,0.5,"[0.000,1.000]",1.2,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.000]",1.0,32,0.0,"[0.000,0.000]",1.0,32,0.0028,0.0593,0.0593,0.2244,0.0219,0.0049,0.0028
pi,nvidia/nemotron-3-ultra-550b-a55b,misleading_architecture,stress_pi,12,0.75,"[-1.000,4.000]",1.115,12,0.0,"[-0.500,0.750]",0.333,12,0.0,"[-0.500,0.750]",0.333,12,0.0,"[-0.250,0.000]",0.0,12,0.0,"[0.000,0.000]",,12,0.0,"[-0.250,0.000]",0.0,12,0.0,"[-1.000,1.000]",1.0,12,0.75,"[0.000,1.500]",1.5,12,89.0,"[-145.000,1295.500]",1.084,12,22.0,"[-36.000,324.000]",1.084,12,0.0,"[-0.000,0.000]",1.121,12,0.0,"[-0.000,0.001]",1.105,12,317.0,"[-352.250,1091.500]",1.204,12,,,,,-0.18,"[-2.590,2.440]",0.993,12,0.0014,"[-0.002,0.008]",1.151,12,0.0014,"[-0.002,0.008]",1.151,12,0.0,"[-1.000,0.500]",1.0,12,0.5,"[-0.500,1.500]",1.25,12,0.0,"[0.000,0.500]",2.0,12,0.25,"[-0.500,1.500]",0.5,12,0.0,"[-0.250,0.000]",1.0,12,0.4396,1.0,1.0,0.1247,0.6243,0.8126,0.4328
pi,nvidia/nemotron-3-ultra-550b-a55b,multiple_approaches,holdout_pi,40,1.5,"[1.000,2.000]",1.211,40,0.0,"[0.000,1.000]",1.0,40,0.0,"[0.000,1.000]",1.0,40,0.0,"[0.000,0.000]",,40,0.0,"[0.000,0.000]",,40,0.0,"[0.000,0.000]",,40,1.0,"[0.000,1.000]",1.0,40,0.0,"[0.000,1.000]",1.0,40,435.0,"[166.000,1385.500]",1.245,40,109.0,"[42.000,346.500]",1.245,40,0.0003,"[0.000,0.001]",1.461,40,0.0006,"[0.000,0.001]",1.582,40,1052.5,"[588.000,1658.000]",1.571,40,,,,,8.115,"[3.675,10.290]",1.856,40,0.0073,"[0.003,0.014]",1.606,40,0.0073,"[0.003,0.014]",1.606,40,0.0,"[0.000,1.000]",1.0,40,1.0,"[1.000,1.000]",1.292,40,0.0,"[0.000,1.000]",1.0,40,0.0,"[-1.000,0.500]",0.0,40,0.0,"[0.000,0.500]",1.0,40,0.1114,1.0,1.0,1.0,0.1269,0.4584,0.0653
pi,nvidia/nemotron-3-ultra-550b-a55b,multiple_approaches,screening_pi,32,2.0,"[1.250,2.750]",1.333,32,0.75,"[0.000,1.000]",1.333,32,0.75,"[0.000,1.000]",1.333,32,0.0,"[0.000,0.000]",2.0,32,0.0,"[0.000,0.000]",1.0,32,0.0,"[0.000,0.000]",2.0,32,0.5,"[0.000,0.750]",1.417,32,0.5,"[0.000,0.500]",1.667,32,895.75,"[261.000,1266.500]",1.551,32,223.75,"[65.000,316.500]",1.55,32,0.0003,"[0.000,0.000]",1.828,32,0.0007,"[0.000,0.001]",1.989,32,1432.5,"[1006.500,1827.500]",2.27,32,,,,,7.65,"[4.875,12.135]",1.975,32,0.0096,"[0.007,0.012]",1.919,32,0.0096,"[0.007,0.012]",1.919,32,0.75,"[0.000,1.000]",1.5,32,0.75,"[0.000,1.000]",1.25,32,0.0,"[0.000,0.500]",2.0,32,0.0,"[0.000,0.500]",1.0,32,0.0,"[0.000,0.000]",1.0,32,0.0345,1.0,1.0,0.0201,0.2605,0.0045,0.0026
pi,nvidia/nemotron-3-ultra-550b-a55b,no_questions_autonomy,screening_pi,32,0.0,"[-1.000,1.750]",1.0,32,0.0,"[0.000,0.500]",0.833,32,0.0,"[0.000,0.500]",0.833,32,0.0,"[0.000,0.000]",2.0,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.000]",2.0,32,0.0,"[-0.500,0.000]",0.833,32,0.0,"[0.000,0.500]",1.0,32,287.75,"[-96.000,703.500]",1.163,32,72.25,"[-23.500,176.000]",1.163,32,0.0001,"[-0.000,0.000]",1.192,32,0.0001,"[-0.000,0.001]",1.167,32,72.25,"[-123.000,542.000]",1.065,32,,,,,1.005,"[-1.310,2.480]",1.178,32,0.0005,"[-0.001,0.004]",1.05,32,0.0005,"[-0.001,0.004]",1.05,32,0.0,"[0.000,0.000]",1.0,32,0.0,"[-0.500,0.750]",1.0,32,0.0,"[-0.250,0.000]",0.0,32,0.0,"[0.000,1.000]",1.0,32,0.0,"[0.000,0.250]",1.0,32,1.0,1.0,1.0,1.0,1.0,0.0959,0.6205
pi,nvidia/nemotron-3-ultra-550b-a55b,split_across_turns,stress_pi,12,0.25,"[-0.500,2.000]",1.071,12,0.0,"[0.000,1.000]",0.667,12,0.0,"[0.000,1.000]",0.667,12,0.0,"[-0.250,0.000]",0.0,12,0.0,"[0.000,0.000]",,12,0.0,"[-0.250,0.000]",0.0,12,0.0,"[-2.000,0.500]",1.0,12,0.0,"[0.000,1.000]",2.0,12,143.5,"[15.500,388.000]",1.111,12,36.0,"[3.500,96.500]",1.11,12,0.0001,"[-0.000,0.000]",1.358,12,0.0002,"[-0.000,0.000]",1.532,12,174.0,"[-313.500,251.500]",1.149,12,,,,,1.92,"[-3.265,2.455]",1.188,12,0.0018,"[-0.000,0.005]",1.244,12,0.0018,"[-0.000,0.005]",1.244,12,0.0,"[-1.000,0.000]",1.0,12,0.5,"[-0.250,1.000]",1.333,12,0.0,"[0.000,0.250]",2.0,12,0.0,"[-0.500,0.000]",0.0,12,0.0,"[0.000,0.000]",1.0,12,1.0,1.0,1.0,1.0,1.0,0.374,0.3681
pi,nvidia/nemotron-3-ultra-550b-a55b,verbose_repetition,screening_pi,32,-0.5,"[-1.000,1.000]",0.921,32,0.0,"[0.000,0.500]",0.833,32,0.0,"[0.000,0.250]",0.667,32,0.0,"[0.000,0.000]",1.0,32,0.0,"[0.000,0.000]",1.0,32,0.0,"[0.000,0.000]",1.0,32,0.0,"[-0.500,0.000]",0.583,32,0.0,"[0.000,0.000]",1.0,32,-29.75,"[-255.000,431.500]",0.982,32,-7.75,"[-64.500,108.000]",0.982,32,-0.0,"[-0.000,0.000]",0.969,32,-0.0,"[-0.000,0.000]",0.99,32,19.25,"[-206.500,272.000]",1.023,32,,,,,0.0925,"[-1.093,2.120]",1.01,32,0.0001,"[-0.002,0.003]",1.018,32,0.0001,"[-0.002,0.003]",1.018,32,0.0,"[0.000,0.000]",1.0,32,0.0,"[-0.500,0.000]",1.0,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.000]",1.0,32,0.0,"[0.000,0.000]",1.0,32,1.0,1.0,1.0,1.0,1.0,0.8916,0.8025
pi,thinkingmachines/Inkling,adjacent_cleanup,holdout_pi,40,6.0,"[4.000,6.000]",2.0,40,0.0,"[0.000,0.500]",,40,0.0,"[0.000,0.500]",,40,0.0,"[0.000,0.000]",,40,1.0,"[0.000,1.500]",,40,1.0,"[0.000,1.000]",,40,1.0,"[1.000,1.000]",,40,0.0,"[0.000,1.000]",1.0,40,1230.0,"[866.000,1744.000]",1.612,40,307.5,"[217.000,436.000]",1.612,40,0.0008,"[0.001,0.001]",2.371,40,0.0031,"[0.002,0.005]",3.088,40,786.0,"[667.000,1178.500]",1.952,40,,,,,6.91,"[4.810,10.340]",2.104,40,0.0154,"[0.011,0.021]",2.213,40,0.0054,"[0.005,0.008]",2.274,40,1.0,"[0.000,1.000]",2.0,40,2.0,"[2.000,4.000]",2.292,40,0.0,"[0.000,0.000]",,40,0.0,"[0.000,1.000]",1.0,40,1.0,"[1.000,2.000]",2.0,40,0.0627,0.1267,1.0,1.0,0.7302,0.064,0.0627
pi,thinkingmachines/Inkling,adjacent_cleanup,screening_pi,32,4.25,"[3.000,5.500]",2.0,32,0.0,"[0.000,0.500]",0.5,32,0.0,"[0.000,0.500]",0.5,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.500]",1.0,32,0.0,"[0.000,1.000]",,32,1.0,"[0.000,1.250]",4.0,32,0.25,"[0.000,0.500]",2.0,32,875.5,"[459.500,1186.750]",1.666,32,218.75,"[115.500,296.500]",1.665,32,0.0005,"[0.000,0.001]",2.349,32,0.0019,"[0.001,0.003]",3.323,32,764.25,"[307.500,1069.250]",2.206,32,,,,,7.0375,"[3.615,9.410]",2.327,32,0.0128,"[0.006,0.016]",2.369,32,0.005,"[0.003,0.007]",2.204,32,0.5,"[0.000,1.000]",2.0,32,2.0,"[1.250,2.250]",2.0,32,0.0,"[0.000,0.000]",0.0,32,0.75,"[0.000,1.250]",2.0,32,1.0,"[0.000,1.500]",2.0,32,0.0031,0.0075,1.0,0.2657,0.0082,0.0036,0.0059
pi,thinkingmachines/Inkling,ambiguous_scope,stress_pi,12,1.75,"[-1.250,3.500]",1.4,12,0.0,"[0.000,0.500]",,12,0.0,"[0.000,0.500]",,12,0.0,"[-0.250,0.000]",0.0,12,0.0,"[0.000,0.000]",0.5,12,0.0,"[0.000,0.000]",,12,0.0,"[0.000,0.000]",1.0,12,0.25,"[-0.250,0.750]",2.0,12,691.5,"[-408.250,1285.000]",1.42,12,172.75,"[-102.500,322.000]",1.42,12,0.0004,"[-0.000,0.001]",1.788,12,0.0012,"[-0.001,0.002]",2.72,12,527.0,"[-100.250,639.000]",2.007,12,,,,,1.8275,"[-0.048,2.610]",1.408,12,0.0046,"[-0.003,0.009]",1.532,12,0.0021,"[0.001,0.004]",1.436,12,0.0,"[-1.000,0.500]",1.0,12,0.25,"[-1.000,1.500]",1.071,12,0.0,"[-0.250,0.000]",0.0,12,0.0,"[-1.000,0.500]",0.0,12,0.5,"[0.000,0.750]",1.6,12,0.3756,1.0,1.0,0.6262,1.0,0.3777,0.3756
pi,thinkingmachines/Inkling,bounded_efficiency,holdout_pi,40,1.0,"[0.000,2.000]",1.167,40,0.0,"[0.000,0.500]",,40,0.0,"[0.000,0.500]",,40,0.0,"[0.000,0.000]",,40,0.0,"[0.000,0.000]",,40,0.0,"[0.000,0.000]",,40,0.0,"[0.000,0.000]",,40,0.0,"[0.000,0.000]",0.5,40,-22.0,"[-312.000,292.500]",0.979,40,-5.5,"[-78.500,72.500]",0.979,40,-0.0,"[-0.000,0.000]",0.978,40,-0.0001,"[-0.000,0.000]",0.875,40,-47.0,"[-237.000,126.000]",0.955,40,,,,,0.515,"[-0.200,2.055]",1.072,40,0.0003,"[-0.002,0.003]",1.021,40,-0.0003,"[-0.001,0.001]",0.93,40,0.0,"[0.000,0.000]",1.0,40,0.0,"[0.000,1.000]",1.0,40,0.0,"[0.000,0.000]",,40,0.0,"[0.000,1.000]",1.0,40,0.0,"[0.000,0.000]",1.0,40,0.6883,1.0,1.0,1.0,1.0,1.0,1.0
pi,thinkingmachines/Inkling,bounded_efficiency,screening_pi,32,0.0,"[-0.500,0.500]",1.0,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.000]",,32,0.0,"[0.000,0.000]",0.0,32,0.25,"[0.000,0.750]",2.0,32,-58.75,"[-355.250,139.750]",0.959,32,-14.75,"[-89.250,34.750]",0.958,32,-0.0,"[-0.000,0.000]",0.908,32,-0.0002,"[-0.001,0.000]",0.922,32,-1.0,"[-250.250,88.500]",0.995,32,,,,,0.125,"[-1.260,0.885]",1.018,32,0.0001,"[-0.004,0.002]",1.011,32,-0.0006,"[-0.001,0.000]",0.871,32,0.0,"[0.000,0.000]",1.0,32,0.0,"[-0.500,0.000]",1.0,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.750]",1.167,32,0.0,"[-0.500,0.000]",1.0,32,1.0,1.0,1.0,0.0682,1.0,0.8919,0.8389
